date,gdp,unemp,ygap_hp,ffr,infl,inv,cons,lab,lab_share,lab_prod,tfp,lpcom,ff4,onrun10,ir_1,ir_2,ir_3,rr_1,rr_2,rr_3,rr_4,gk_var_1,gk_var_2,mp1_tc,ff4_tc,ed2_tc,ed3_tc,ed4_tc,ff1_vr,ff4_vr,ed2_vr,ff1_gkgreen,ff4_gkgreen,ed2_gkgreen,mar_raw,mar_svariv,ad
1989.5,1048.161662,5.2333,1.634230514,9.0833,2.888,1375.118556,1448.16505,1768.404796,466.2721856,415.5329903,44.7325,5.624541882,,,,,,-0.06433405,-0.0658207,-0.0522432,-0.068152702,0.020121025,0.009530307,-0.0126378,,-0.023333333,-0.023333333,-0.025555533,,,-0.02,,,-0.014053233,,0.353913444,-0.035686934
1989.75,1048.102745,5.3667,1.19156978,8.6133,2.772,1373.140195,1449.017717,1768.190833,467.1163898,415.5674817,44.5225,5.592468819,,,,,,-0.04538395,-0.0476305,0.0367206,0.060007257,-0.124398588,-0.047138404,-0.120678067,,-0.0172043,-0.015913967,-0.009247333,,,-0.023333333,,,0.002288933,,-0.769371285,-0.016530844
1990,1048.963398,5.3,1.662725359,8.25,4.392,1374.387695,1449.514733,1768.832167,467.2595162,416.404163,44.7275,5.571266255,-0.0133,0,,,,0.21912675,0.2170083,0.2577399,0.164037098,0.207470319,0.041964434,-0.039211933,-0.007526867,-0.000322567,-0.0016129,-0.002043033,-0.005,-0.02,0,-0.002458333,-0.011087867,-0.008562767,,0.321384629,0.028351443
1990.25,1049.038493,5.3333,1.429152715,8.2433,4.104,1372.118933,1450.134789,1767.926077,467.47802,417.1614198,44.8975,5.619074663,0,0,,,,0.04396574,0.0434029,0.0448875,0.035841496,-0.008246751,-0.02029349,0,-0.005806467,-0.0124731,-0.012473133,-0.015376333,0,0,-0.006666667,0.001319433,0.0073713,-0.0082155,,-0.018567427,0.002405252
1990.5,1048.709885,5.7,0.914749714,8.16,3.556,1369.79425,1451.066323,1766.874391,467.6280813,417.4648774,44.9275,5.612947789,-0.0333,0,,,,0.0840415,0.082463,0.07195,0.145853713,-0.041045186,-0.030202249,-0.045923333,-0.033333333,-0.01,-0.006666667,-0.01,-0.026663333,-0.033333333,-0.01,0.004343733,0.0113636,0.013355333,,-0.374297798,0.015986134
1990.75,1047.500368,6.1333,-0.57163875,7.7433,3.016,1364.047873,1450.924432,1766.316391,468.4267832,416.5858697,44.805,5.572665777,-0.07,0,,,,-0.29553415,-0.2959641,-0.1521085,-0.160042268,0.100958684,0.1080401,-0.056674833,-0.0399967,-0.020107533,-0.017419367,-0.0083871,-0.053333333,-0.069996667,-0.043333333,-0.0140458,0.002522933,-0.007043,,0.510545177,0.009516144
1991,1046.723764,6.6,-1.609783936,6.4267,3.968,1360.707026,1449.97068,1765.229835,467.9572401,416.8462058,45.2425,5.545991742,-0.1233,0,,,,-0.02418447,-0.0246575,0.0402715,-0.07269684,-0.095850869,-0.050838391,-0.122218567,-0.144731167,-0.111075233,-0.086559167,-0.0601075,-0.063333333,-0.123333333,-0.096666667,-0.003380033,0.0050167,-0.001881933,-0.033281767,0.053260944,-0.006674918
1991.25,1047.177988,6.8333,-1.405727079,5.8633,2.732,1359.854041,1450.424903,1764.755782,467.6597425,418.4535601,45.845,5.52725597,-0.07,0,,,,0.26233321,0.2621248,0.2334903,0.308570205,-0.136386729,-0.088697374,-0.061159967,-0.078602133,-0.078817233,-0.069354833,-0.0715054,0.003333333,-0.07,-0.07,0.0124409,-0.000523067,0.006482667,-0.020778467,-0.613430626,0.02894727
1991.5,1047.299709,6.8667,-1.482839434,5.6433,2.928,1360.849131,1450.546625,1764.748795,467.3501505,419.1682987,45.65,5.495376229,-0.0233,-0.007,,,,0.06374891,0.0632367,0.0716177,0.196921717,-0.132852743,-0.005019315,-0.0312547,-0.023333333,-0.030000033,-0.016,-0.02,-0.046666667,-0.023333333,-0.03,0.017298367,0.018294033,0.0190904,0.0480148,-0.501050629,0.033939688
1991.75,1047.393023,7.1,-1.728767829,4.8167,2.152,1361.808251,1450.639939,1764.065121,467.746294,419.7502654,45.455,5.490116102,-0.1367,-0.0463,,,,-0.04273797,-0.0422805,0.0067029,0.138958855,-0.181889269,-0.004503416,-0.094050467,-0.0868817,-0.075913967,-0.0571183,-0.043010733,-0.073333333,-0.136666667,-0.133333333,0.007308567,0.008333467,0.0046255,-0.0285941,-0.691191888,-0.050778829
1992,1048.273789,7.3667,-1.148589048,4.0233,1.712,1360.949842,1452.227421,1764.272753,468.1992329,421.6812901,47.9725,5.47452949,0,-0.0013,,,,-0.13034497,-0.1301135,-0.0160252,-0.117093477,0.080823735,0.000303198,-0.061924833,-0.049784933,-0.060752667,-0.053548367,-0.036989267,0.003333333,0,-0.003333333,0.0013008,0.001873067,0.003298467,0.007702033,0.312316492,0.03729939
1992.25,1049.038493,7.6,-0.697959792,3.77,2.544,1363.883829,1452.462557,1764.43187,467.8225461,422.5197371,47.6375,5.503882779,-0.0633,-0.0207,,,,0.14817133,0.1483289,0.1536554,0.16071476,-0.166053505,-0.046738966,-0.067979967,-0.063336733,-0.076666667,-0.07,-0.0766667,-0.046666667,-0.063336667,-0.076666667,0.001838267,0.008425733,0.0096322,-0.046121867,-0.467816706,-0.000375381
1992.5,1049.637231,7.6333,-0.362009452,3.2567,1.9,1364.482567,1453.414652,1764.237629,467.6513626,423.4236931,47.76,5.505134811,-0.0933,0.008,,,,-0.09037669,-0.0905087,-0.0479476,0.035110294,-0.136837052,-0.011908147,-0.019896667,-0.093666667,0.0003333,0.007,0.010666633,-0.023333333,-0.093333333,0,-0.023741167,-0.078228567,0.0133263,-0.090461667,-0.785859617,-0.041621907
1992.75,1050.287335,7.3667,0.007674218,3.0367,2.696,1366.412007,1454.064756,1764.251089,467.049902,424.0520672,47.6,5.47696786,0,0.0007,,,,-0.44124412,-0.4403396,-0.2830335,-0.349553384,0.000412401,0.000254724,-0.0129153,0.002698967,0.0020323,0.002032267,-0.0012043,-0.003336667,0,0,-0.008530433,0.028232867,0.007778833,0.037792967,0.236530787,-0.016904583
1993,1050.180194,7.1333,-0.514548756,3.04,2.268,1367.56804,1454.309728,1764.498866,466.2580235,423.2612636,45.795,5.474355237,-0.0067,0.0013,,,,0.03154362,0.0320153,0.0629891,0.029638072,-0.119694996,-0.035072445,0.009161933,-0.009032267,-0.0023656,0.000967733,-0.0060215,-0.003333333,-0.006666667,0,-0.014069133,0.00000773,-0.000340567,-0.002127867,-0.382690043,-0.021281405
1993.25,1050.46839,7.0667,-0.645510724,3,2.424,1368.273773,1454.597925,1765.195753,467.049902,422.6848344,45.2925,5.460231765,-0.0067,-0.005,,,,0.33470071,0.3347189,0.324682,0.357529469,0.019744244,0.018536472,-0.00861,-0.006666667,-0.006666667,-0.006666667,-0.0001075,-0.003333333,-0.006666667,-0.006666667,-0.002528233,-0.002975767,-0.002495167,0.004786067,0.256468544,0.042776616
1993.5,1050.613546,6.8,-0.903713822,3.06,2.404,1368.418929,1455.268936,1765.160365,466.364662,422.8846317,44.37,5.462333087,0.0067,0.0033,,,,0.21247298,0.2124604,0.2725431,0.260184472,-0.114246996,-0.016808682,0.008986633,0.004333333,0.003333333,-0.001,0.004666633,0.006666667,0.006666667,0.003333333,0.003575767,0.0157671,0.0045852,0.032557567,-0.053661887,-0.00547804
1993.75,1051.62107,6.6333,-0.30991752,2.99,2.08,1371.895715,1455.574703,1765.728267,466.2268598,423.3976061,45.3375,5.487001582,-0.0033,-0.004,,,,-0.25043579,-0.24988,-0.1834657,-0.191399963,-0.081622725,-0.033258755,0.007693367,0.001258067,0,-0.002333333,-0.013268767,0.003333333,-0.003333333,0,-0.017331667,-0.020665567,-0.020378867,-0.008658033,-0.29860094,-0.057366017
1994,1052.328417,6.5667,-0.123809517,3.2133,1.932,1374.615201,1456.282049,1765.716592,464.9301897,423.7593173,44.4175,5.525048046,0,0.0027,,,,0.53727095,0.5374958,0.5886676,0.5202316,0.091623933,0.025695508,0.054442267,-0.002258067,0.044623667,0.041290333,0.029892467,0.046666667,0,0.033333333,0.038274067,0.007851233,0.0236068,-0.015418267,0.708188835,0.06869296
1994.25,1053.393452,6.2,0.42110493,3.94,1.988,1377.652687,1456.640368,1766.701029,465.2196891,423.7564288,44.21,5.54306912,0.0567,-0.0153,,,,0.28719449,0.2875828,0.3189584,0.36233842,0.101439804,0.037004727,0.086907733,0.056666633,-0.007956967,-0.004623633,-0.004623633,0.03667,0.056666667,0.003333333,0.0069422,0.0126305,-0.027230833,0.063898033,1.075226592,0.092360788
1994.5,1053.659275,6,0.182042757,4.4867,2.16,1376.739715,1457.260174,1767.222909,465.1271023,423.2206149,44.09,5.575586769,-0.01,-0.0027,,,,0.52816472,0.5284312,0.5814388,0.714354218,0.119786946,0.029914224,0.0207967,-0.0013333,0.0091111,0.0062222,0.003333333,0,-0.01,0.003333333,-0.004667467,0.005155133,0.004957267,-0.0074112,0.710818509,0.055151636
1994.75,1054.481498,5.6333,0.478831729,5.1667,2.196,1380.291152,1457.728414,1767.580169,464.319788,424.3942035,44.8725,5.618419154,0.01,-0.002,,,,0.30080592,0.3019767,0.3894201,0.418633791,0.244679774,0.060026954,-0.015091667,0.011548367,0.008845867,0.008401433,0.012580667,-0.006666667,0.01,0.016666667,-0.0211606,-0.004340767,-0.0026158,0.011468167,1.287145022,0.107332125
1995,1054.555194,5.4667,-0.029231263,5.81,2.288,1379.592643,1457.979258,1767.061807,464.4804275,424.3999437,45.1275,5.658137445,0.0067,0.016,0.0238735,-0.0319522,0.219239592,0.74217244,0.742304,0.7535121,0.717240033,-0.141713179,-0.022535979,-0.025748467,-0.009354833,0.019569867,0.022903233,0.0249462,0.023336667,0.006666667,0.023333333,0.027814733,0.015989567,0.026181867,-0.001598,-0.074132973,0.089363614
1995.25,1054.620948,5.6667,-0.613411575,6.02,1.756,1377.701388,1458.750482,1765.94419,464.3534764,424.8852321,46.16,5.66943341,0,0.0007,-0.052524267,0.050220763,-0.138414217,0.20918393,0.2095426,0.2281154,0.157238114,-0.126474076,-0.025448482,-0.002899897,0.005806433,0.0024731,0.0024731,0.005806433,0,0,-0.003333333,0.0118858,0.0122964,0.010723467,0.005680533,-0.53583923,0.011649523
1995.5,1055.150661,5.6667,-0.668194695,5.7967,1.896,1377.83506,1459.104293,1766.656554,464.5937779,424.8723787,46.3125,5.678942848,-0.04,-0.0253,0.021266767,-0.039099563,-0.148471127,-0.0717443,-0.0714447,0.0352156,0.032117803,-0.06969596,-0.020293337,-0.0240561,-0.048333333,-0.066666667,-0.062222233,-0.063888867,-0.026666667,-0.04,-0.05,-0.002181667,-0.0151766,-0.019191567,-0.027427233,-0.212808269,-0.036955267
1995.75,1055.552624,5.5667,-0.912633849,5.72,1.968,1379.420469,1459.506256,1766.30767,464.528473,425.5016788,46.5775,5.681468561,-0.0167,0.0027,-0.063405767,-0.00241752,0.091069033,-0.11845569,-0.1181902,-0.013886,-0.164964502,0.032221342,0.018202334,0.009028167,0.0013441,0.022473167,0.024695333,0.018297467,-0.005,-0.016666667,0,0.0134627,0.000365067,0.005907633,-0.003204733,-0.15509639,-0.063939212
1996,1055.955572,5.5333,-1.106044426,5.3633,2.16,1380.214808,1460.085107,1766.053327,464.7971021,426.0324994,48.145,5.656419072,-0.0033,-0.004,0.027068267,-0.05437105,0.004364387,0.12977887,0.1295553,0.1398095,0.121883922,0.023867115,-0.025674731,-0.026856867,-0.015699533,-0.011828,-0.0145161,-0.020430067,0,-0.003336667,-0.003333333,0.0075707,-0.001051267,0.0032517,0.000757533,-0.093525186,-0.042164514
1996.25,1057.403119,5.5,-0.408449718,5.2433,1.516,1383.212772,1461.18054,1766.756637,464.2812731,427.0578181,47.455,5.717111851,0,0.004,-0.006178267,0.0050758,0.025744163,-0.02691964,-0.0268014,0.0037818,-0.019197248,0.046430918,-0.001214326,0.002684827,0.002685467,0.009354833,0.008709667,0.009354833,0,0,0.006666667,-0.002185167,-0.003472967,0.001906133,0.006087167,0.055570719,-0.016752467
1996.5,1057.999709,5.2667,-0.486721856,5.3067,1.128,1385.33611,1461.600608,1767.379599,464.3188253,427.4427504,47.45,5.740109577,-0.0533,-0.0097,0.033245233,-0.1528371,0.244983595,-0.14774214,-0.1483107,-0.0270068,0.015594675,0.023478459,-0.008356191,-0.04272,-0.0201111,-0.013666633,-0.0021111,-0.0062222,-0.03333,-0.053333333,-0.036666667,-0.031050267,-0.0450943,-0.0410038,-0.0316852,0.081751203,-0.044341833
1996.75,1058.731645,5.3333,-0.437308134,5.28,2.028,1385.307586,1462.155709,1767.509551,464.294755,427.5679521,47.9175,5.668565396,-0.0067,-0.0063,0.096616233,-0.0993582,0.028333446,0.0184763,0.0202375,0.0862866,0.031971389,-0.123172005,-0.04462814,-0.034764467,-0.038168467,-0.0263333,-0.024555567,-0.032057367,-0.001666667,-0.006666667,-0.003333333,0.009226867,0.000453933,0.0038989,0.008691533,-0.16821368,-0.017569887
1997,1059.225013,5.2333,-0.787060304,5.2767,2.476,1386.939487,1462.649077,1768.258702,464.9474112,427.5011974,47.4375,5.688050999,0.0133,0.026,0.021640233,-0.034121133,0.118386602,,0.0510779,0.1277924,0.157284464,0.04811738,-0.010402411,-0.007258067,0.0012903,0.008225833,0.012311867,0.013172033,-0.006666667,0.013333333,0.025,-0.003720867,0.018306633,0.0276421,0.0224978,0.085133701,0.007101287
1997.25,1060.437966,5,-0.138592812,5.5233,1.08,1388.904323,1463.151548,1768.133418,464.1280297,428.8018107,48.1075,5.679849896,-0.03,-0.0043,0.011460033,-0.095677467,0.088751617,,0.0685378,0.103655,0.023278443,-0.052070021,-0.013510119,-0.022560767,-0.0196775,-0.0065592,0.001021533,0.000107533,-0.011666667,-0.03,-0.023333333,-0.0006915,-0.0175971,-0.017591833,-0.008210567,-0.196180351,-0.02473684
1997.5,1061.371306,4.8667,0.101478034,5.5333,1.424,1390.954993,1464.084888,1768.378253,464.0247713,429.645513,49.305,5.680953383,-0.0033,0.0033,-0.0724794,0.072408733,0.002739642,,-0.2541231,-0.1427021,0.11707586,-0.108509051,-0.066960025,-0.007129973,-0.003333333,0.003277833,0.004944433,0.005055567,-0.013333333,-0.003333333,0.001666667,-0.0013426,0.006498133,0.0079278,0.008538633,-0.69318951,-0.064942108
1997.75,1061.832284,4.6667,-0.045961925,5.5067,1.328,1391.785656,1464.901737,1768.340896,465.1452446,430.0613196,49.0725,5.668355171,-0.0033,-0.009,-0.005883833,-0.000354253,-0.000473197,,-0.133993,-0.0718923,-0.024502244,0.043664133,0.022608905,-0.013886667,-0.001720433,-0.0124714,-0.013331533,-0.011776,-0.00833,-0.003333333,-0.011666667,-0.002412567,-0.0010004,-0.012560033,0.004540233,-0.131593935,-0.006891419
1998,1062.561084,4.6333,-0.05009379,5.52,0.652,1394.342661,1465.630538,1768.287974,466.2410263,430.6103555,49.4875,5.58849534,0,0.0037,-0.0061391,-0.049390913,0.016175513,,-0.1241339,-0.0518049,0.203640538,0.020719198,0.004981808,-0.000107533,-0.0016129,0.004193533,0.005107567,0.006720433,-0.005,0,0.005,-0.0000634,0.006413633,0.010783467,0.003517433,0.259884895,-0.002099496
1998.25,1063.250851,4.4,-0.119717137,5.5,0.836,1394.305152,1466.851749,1768.209039,466.8332761,431.2368363,50.7325,5.609616203,-0.0033,-0.0027,-0.005794467,0.01223747,-0.025931117,,-0.1320815,-0.0645189,-0.016699444,0.048530415,0.013881229,-0.011839133,-0.0033333,-0.005000033,-0.0033871,-0.005,-0.003333333,-0.003333333,-0.005,0.004351733,0.007647933,0.000107567,0.003484733,-0.074994296,-0.013841271
1998.5,1064.239651,4.5333,0.144948783,5.5333,1.492,1396.021228,1467.663714,1768.207345,466.7797507,432.6342134,51.825,5.563789153,0.03,-0.0007,-0.078764667,0.01135545,0.0385522,,-0.1496708,-0.04442,-0.093071475,-0.092525493,-0.018979823,0.0033678,0.008218833,-0.001555533,0.001888867,0.000333333,0.001666667,0.029996667,0,0.014316367,0.035810333,0.004221933,0.018054533,-0.678156152,-0.026228952
1998.75,1065.565807,4.4333,0.782485652,4.86,1.248,1398.786258,1468.279389,1769.11204,466.5399436,433.4620512,51.4775,5.493445025,-0.0833,-0.0527,0.006666833,-0.164571207,0.169321247,,-0.4011616,-0.3070178,-0.137904754,-0.060173925,-0.029379312,-0.0882511,-0.061555467,-0.095648767,-0.087426567,-0.090333333,-0.051666667,-0.083333333,-0.098333333,-0.0005275,0.0073187,-0.0070168,-0.085621667,-0.207563708,-0.029125249
1999,1066.108731,4.3,0.777329143,4.7333,1.996,1400.394912,1469.000407,1768.639791,466.9167936,434.5440448,52.8525,5.446780177,-0.0067,0.006,0.02787,-0.0535569,0.055764637,,-0.3629233,-0.2594593,-0.188000445,0.053201163,-0.006528767,0.0016516,-0.0004301,0.003333333,0.001666667,0.000913967,0.001666667,-0.006666667,-0.003333333,0.0033573,-0.002390167,-0.005188,-0.011715167,0.011363448,-0.021148358
1999.25,1066.655717,4.2667,0.617682727,4.7467,1.34,1400.587915,1469.902633,1768.668912,466.6998789,434.8534482,52.6225,5.430725636,-0.01,0.0103,-0.064289367,-0.015500133,0.15036957,,0.0633363,0.1483469,0.144408265,0.049473907,0.018596322,-0.007428233,0.006318967,0.031148733,0.039370967,0.042752733,-0.003333333,-0.01,0.008333333,0.004914833,-0.007726667,0.006879733,-0.0013771,0.406238898,0.025704264
1999.5,1067.588482,4.2333,1.01687868,5.0933,1.444,1402.578891,1471.012546,1768.625051,466.392011,435.7247143,52.8075,5.441786113,0.005,-0.0063,-0.0606883,0.0387929,-0.00975612,,0.2652121,0.2560746,0.112945588,0.088375003,0.030181201,0.001999933,-0.017555533,-0.030611133,-0.035499967,-0.047000033,0.005,0.005,0,0.0067199,-0.0003581,-0.0029108,-0.0023972,0.339250068,0.060314263
1999.75,1069.010231,4.0667,1.826304471,5.3067,1.828,1403.649145,1472.434295,1768.922272,466.4221807,437.3263349,54.3375,5.437500616,0.0317,0.05,0.0314017,-0.131931073,0.390235126,,-0.2993343,-0.1577558,0.289615953,0.026431663,-0.052849599,0.012927833,0.0327453,0.056989267,0.0624731,0.0592473,0.001666667,0.03167,0.066666667,-0.0070953,0.0116801,0.037878333,0.0425895,0.393927647,0.002328647
2000,1069.046655,4.0333,1.339181299,5.6767,3.048,1404.387327,1473.527066,1770.057696,469.7530565,436.8383996,54.25,5.417268783,-0.0017,0.0147,-0.0699786,0.020458253,0.109974,,-0.0402271,0.0232468,-0.025477348,0.125932615,0.065116453,-0.0218545,-0.000590233,0.009086033,0.009784933,0.019677467,-0.023333333,-0.001663333,-0.001666667,-0.022112567,-0.002568333,-0.003567,-0.0091201,0.817293169,0.051568357
2000.25,1070.669917,3.9333,2.333615702,6.2733,2.26,1407.3995,1474.447338,1769.910145,467.5050663,438.8083256,55.185,5.439977948,0.0183,-0.002,-0.0216996,-0.033057296,0.067413767,,0.3748848,0.3643079,0.358794836,0.03379315,0.014950447,0.002943267,0.020684633,0.014924667,0.018408633,0.0149086,0.006666667,0.01833,0.01,0.0115862,0.0078218,0.002466233,0.014263867,0.224358415,0.067220132
2000.5,1070.517519,4,1.674559593,6.52,2.584,1405.858191,1475.347581,1769.472288,468.8738977,438.7611013,55.3225,5.389797066,0.0017,0.0027,-0.010355933,0.0175,-0.073988997,,-0.0770716,-0.0592025,0.093925361,0.128757778,0.042092684,-0.0132366,-0.0028363,-0.001,0.001,-0.0005,-0.001666667,0.001666667,0.005,0.005332967,0.005659067,0.006810433,0.0051202,0.675454051,-0.011253609
2000.75,1070.819847,3.9,1.528760378,6.4733,2.14,1405.458761,1476.172104,1769.328021,468.0221998,439.7616971,56.4125,5.412280934,0.0067,0.01,-0.033805933,-0.031512637,0.067608133,,0.0808083,0.1229384,-0.139071075,-0.014212274,0.022763905,0.005697333,0.0076344,0.021129067,0.022096733,0.021666667,0.006666667,0.006666667,0.025,0.0404036,0.006784233,0.0333216,0.037741167,0.101422038,0.027413579
2001,1070.306468,4.2333,0.499258634,5.5933,2.504,1401.725068,1476.350769,1768.774337,470.2623522,439.3572227,56.5875,5.418251185,-0.065,0.019,-0.003201867,-0.164074088,0.058671917,,-0.4823846,-0.4464054,-1.012002956,-0.183248293,-0.078211135,-0.097755733,-0.050641833,-0.056182767,-0.0537097,-0.0566129,-0.108333333,-0.064996667,-0.073333333,-0.0786711,-0.053075433,-0.0440569,-0.0446659,-0.903209113,-0.105030586
2001.25,1070.60047,4.4,0.357155309,4.3267,2.816,1400.553843,1476.299348,1767.412892,468.3408189,441.0395409,57.53,5.435785046,-0.145,-0.0133,0.081178567,-0.180115667,0.101642733,,-0.6085982,-0.5562474,-0.69051136,-0.064027314,0.001630261,-0.1590616,-0.181989267,-0.1620573,-0.1783871,-0.165720467,-0.07,-0.145,-0.13,0.010107833,0.001267,-0.001843733,-0.126448267,-0.204241277,-0.065626659
2001.5,1070.022869,4.8333,-0.768936961,3.4967,1.308,1399.235498,1476.239435,1766.899574,467.8885224,441.5606468,57.77,5.4491385,-0.0217,0.013,0.030429067,-0.112847367,0.149466767,,-0.1625399,-0.1289616,-0.047986841,0.000394033,0.022649731,0.035496633,0.015000033,0.005444367,0.003333367,0.002333333,0.001666667,-0.006666667,-0.013333333,0.011161333,-0.000355567,0.0005901,-0.008004867,-0.60655052,0.002409084
